Species,Cultivar,Usage,Location,Method,CH,CU,CP,GDH,Reference,CP_mean,CP_std,GDH_mean,GDH_std,CH_mean,CH_std,CU_mean,CU_std,CP_standardized,GDH_standardized
Japanese apricot,Longyan,,China,E,,,73.0,1835.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.97,1.12
Japanese apricot,Lve,,China,E,,,29.0,1268.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-2.33,-0.32
Japanese apricot,Nanhong,,China,E,,,50.0,1583.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.75,0.48
Japanese apricot,Pinzhimei,,China,E,,,73.0,1835.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.97,1.12
Japanese apricot,Qijiangxingmei,,China,E,,,56.0,1533.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.3,0.35
Japanese apricot,Qingjia2,,China,E,,,75.0,1675.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,1.12,0.71
Japanese apricot,Qixingmei,,China,E,,,60.0,1232.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.0,-0.41
Japanese apricot,Ruantiaohongmei,,China,E,,,73.0,1835.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.97,1.12
Japanese apricot,Shuangshuidaroumei,,China,E,239.0,479.0,26.0,1235.0,"Gao et al., 2012",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-2.55,-0.4
Japanese apricot,Shuangtaomei,,China,E,,,36.5,1079.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-1.77,-0.8
Japanese apricot,Sichuangbaimei,,China,E,,,60.0,1231.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.0,-0.41
Japanese apricot,Sichuanghuangmei,,China,E,,,60.0,1231.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.0,-0.41
Japanese apricot,Sichuangqingmei,,China,E,,,78.5,2378.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,1.38,2.5
Japanese apricot,Siyuemei,,China,E,,,60.0,1231.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.0,-0.41
Japanese apricot,Taihu1,,China,E,,,69.0,977.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.67,-1.06
Japanese apricot,Taihu3,,China,E,,,50.0,1575.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.75,0.46
Japanese apricot,Taoxingmei,,China,E,332.0,567.0,32.0,110.0,"Gao et al., 2012",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-2.1,-3.26
Japanese apricot,Tengwulang,,China,E,,,78.5,2378.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,1.38,2.5
Japanese apricot,Tonglv,,China,E,,,73.0,1835.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.97,1.12
Japanese apricot,Touguhong,,China,E,,,62.0,986.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.15,-1.03
Japanese apricot,Wanhong,,China,E,,,73.0,1835.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.97,1.12
Japanese apricot,Weishanzhong,,China,E,,,50.0,1574.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.75,0.46
Japanese apricot,Xianmimei,,China,E,,,40.0,1205.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-1.5,-0.48
Japanese apricot,Xiaomei,,China,E,,,50.0,1369.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.75,-0.06
Japanese apricot,Xiaoougongfen,,China,E,,,42.5,1037.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-1.32,-0.91
Japanese apricot,Xiaoqing,,China,E,,,73.0,1432.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.97,0.1
Japanese apricot,Xiaoyezhugan,,China,E,,,56.0,1533.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.3,0.35
Japanese apricot,Xingnongxiaomei,,China,E,,,62.0,1116.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.15,-0.7
Japanese apricot,Xiyeqing,,China,E,828.0,1040.0,64.0,1179.0,"Gao et al., 2012",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.3,-0.55
Japanese apricot,Xuemei,,China,E,,,69.0,1405.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.67,0.03
Japanese apricot,Yanglao1,,China,E,,,59.0,1530.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.08,0.35
Japanese apricot,Yanglao2,,China,E,,,34.0,1297.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-1.95,-0.25
Japanese apricot,Yanglao3,,China,E,,,56.0,1669.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.3,0.7
Japanese apricot,Yanhua,,China,E,1141.0,1321.0,76.0,1250.0,"Gao et al., 2012",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,1.2,-0.36
Japanese apricot,Yanzhimei,,China,E,,,69.0,977.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.67,-1.06
Japanese apricot,Yeliqing,,China,E,,,69.0,994.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.67,-1.01
Japanese apricot,Yingsu,,China,E,,,59.0,1463.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.08,0.18
Japanese apricot,Yinnafenghou,,China,E,,,73.0,2054.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.97,1.68
Japanese apricot,Yueshijie,,China,E,,,62.0,1116.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.15,-0.7
Japanese apricot,Yunnanxingmei,,China,E,,,73.0,1835.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.97,1.12
Japanese apricot,Yuying,,China,E,,,62.0,1116.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.15,-0.7
Japanese apricot,Zaohong,,China,E,,,50.0,1583.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.75,0.48
Japanese apricot,Zaohua,,China,E,,,56.0,1403.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.3,0.02
Japanese apricot,Zhizhimei,,China,E,,,69.0,1069.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,0.67,-0.82
Japanese apricot,Zhonghong,,China,E,,,53.0,1542.0,"Zhuang et al., 2016",60.06,13.33,1393.76,394.02,670.38,374.76,964.0,364.15,-0.53,0.38
Apricot,Bergeron,,Spain,E,699.0,1176.0,64.8,4526.0,"Ruiz et al., 2007",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,1.22,0.32
Apricot,Bergeron,,Spain,E,762.0,1134.0,61.7,5150.0,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.95,0.73
Apricot,Búlida,,Spain,E,560.0,968.0,53.8,5146.0,"Ruiz et al., 2007",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.25,0.73
Apricot,Búlida,,Spain,E,708.0,1048.0,56.4,5294.0,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.48,0.83
Apricot,Canino,,Spain,E,532.0,806.0,45.0,5724.0,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-0.52,1.11
Apricot,Canino,,South Africa,E,488.0,304.0,29.8,,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-1.86,
Apricot,Charisma,,South Africa,E,188.0,290.0,31.7,,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-1.7,
Apricot,Currot,,Spain,E,267.0,596.0,34.3,5879.0,"Ruiz et al., 2007",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-1.47,1.21
Apricot,Currot,,Italy,E,,621.0,40.4,1847.0,"Viti et al., 2010",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-0.93,-1.44
Apricot,Currot,,Spain,E,,634.0,38.8,2641.0,"Viti et al., 2010",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-1.07,-0.92
Apricot,Currot,,Spain,E,409.0,642.0,37.8,5774.0,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-1.16,1.14
Apricot,Dorada,,Spain,E,594.0,1007.0,56.2,5079.0,"Ruiz et al., 2007",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.46,0.69
Apricot,Dorada,,Spain,E,720.0,1069.0,57.7,6189.0,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.6,1.42
Apricot,Goldrich,,Italy,E,,1084.0,65.2,699.0,"Viti et al., 2010",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,1.26,-2.2
Apricot,Goldrich,,Spain,E,,992.0,58.6,2749.0,"Viti et al., 2010",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.68,-0.85
Apricot,Murciana,,Spain,E,585.0,1009.0,55.9,4440.0,"Ruiz et al., 2007",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.44,0.27
Apricot,Murciana,,Spain,E,690.0,1030.0,55.6,5392.0,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.41,0.89
Apricot,Orangered,,Spain,E,738.0,1266.0,69.1,4362.0,"Ruiz et al., 2007",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,1.6,0.21
Apricot,Orangered,,Italy,E,,902.0,55.5,2910.0,"Viti et al., 2010",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.4,-0.74
Apricot,Orangered,,Spain,E,,1146.0,67.2,1474.0,"Viti et al., 2010",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,1.43,-1.69
Apricot,Orangered,,Spain,E,777.0,1172.0,64.3,4916.0,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,1.18,0.58
Apricot,Orangered,,South Africa,E,568.0,957.0,55.4,,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.39,
Apricot,Palsteyn,,South Africa,E,171.0,274.0,31.6,,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-1.71,
Apricot,Palsteyn,,Spain,E,413.0,631.0,37.1,6247.0,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-1.22,1.45
Apricot,Rojo Pasión,,Spain,E,531.0,917.0,51.2,4670.0,"Ruiz et al., 2007",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.02,0.42
Apricot,Rojo Pasión,,Spain,E,566.0,874.0,48.2,6078.0,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-0.24,1.34
Apricot,San Castrese,,Italy,E,,880.0,54.0,2471.0,"Viti et al., 2010",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.27,-1.03
Apricot,San Castrese,,Spain,E,,981.0,56.5,2542.0,"Viti et al., 2010",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.49,-0.98
Apricot,Selene,,Spain,E,590.0,1018.0,57.4,4078.0,"Ruiz et al., 2007",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.57,0.03
Apricot,Selene,,Spain,E,705.0,1057.0,56.9,4605.0,"Campoy et al., 2012",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.53,0.37
Apricot,Stark Early Orange,,Italy,E,,1411.0,78.9,,"Viti et al., 2010",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,2.47,
Almond,A-258,,Spain,S,,,17.0,8725.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.24,1.03
Almond,Abiodh de Sfax,,Tunisia,S,12.0,-284.0,4.6,6206.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-1.19,-0.77
Almond,Abiodh Ras Djebel,,Tunisia,S,59.0,-53.0,15.5,7324.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.36,0.03
Almond,Achaak,,Tunisia,S,8.0,-297.0,3.4,8703.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-1.28,1.02
Almond,Alicante,,Spain,S,,,21.7,6940.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.12,-0.24
Almond,Ardechoise,,Spain,S,,,21.8,6994.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.13,-0.21
Almond,Avola,,Tunisia,S,50.0,46.0,13.6,6673.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.5,-0.44
Almond,Bonifacio,,Tunisia,S,61.0,101.0,15.8,7559.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.33,0.2
Almond,Bruantine,,Tunisia,S,34.0,-219.0,10.4,8548.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.75,0.91
Almond,Cavaliera,,Tunisia,S,34.0,-219.0,10.4,7042.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.75,-0.17
Almond,Cavaliera,,Spain,S,,,11.6,7452.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.65,0.12
Almond,Cristomorto,,Tunisia,S,83.0,-29.0,22.6,5872.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.19,-1.01
Almond,Cristomorto,,Spain,S,,,20.7,8236.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.04,0.68
Almond,Desmayo Largueta,,Spain,S,,,8.4,8552.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.9,0.91
Almond,Dorée,,Tunisia,S,46.0,-174.0,12.7,8867.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.57,1.13
Almond,Faggoussi,,Tunisia,S,54.0,-148.0,14.5,3962.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.43,-2.38
Almond,Fakhfekh,,Tunisia,S,33.0,-219.0,10.4,5979.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.75,-0.93
Almond,Fasciuneddu,,Tunisia,S,34.0,-219.0,10.4,7027.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.75,-0.18
Almond,Ferraduel,,Tunisia,S,54.0,59.0,14.4,9272.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.44,1.42
Almond,Ferraduel,,Spain,S,,,52.9,7285.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,2.52,0.0
Almond,Ferragnès,,Tunisia,S,54.0,59.0,14.4,9215.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.44,1.38
Almond,Ferragnès,,Spain,S,,,20.7,8696.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.04,1.01
Almond,Fournat de Brézenaud,,Tunisia,S,79.0,-50.0,21.1,5368.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.08,-1.37
Almond,Gabaix,,Spain,S,,,13.4,6824.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.52,-0.33
Almond,Garbí,,Spain,S,,,52.9,7040.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,2.52,-0.17
Almond,Garnghzel,,Tunisia,S,12.0,-284.0,4.6,8703.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-1.19,1.02
Almond,Garrigues,,Spain,S,,,22.0,8054.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.14,0.55
Almond,Genco Taronto,,Tunisia,S,80.0,194.0,21.4,6148.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.1,-0.81
Almond,Genco Taronto,,Spain,S,,,28.7,5971.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.66,-0.94
Almond,Glorieta,,Spain,S,,,51.6,5654.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,2.42,-1.16
Almond,Khoukhi,,Tunisia,S,31.0,-227.0,9.9,8873.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.79,1.14
Almond,Ksontini,,Tunisia,S,21.0,-258.0,7.3,7071.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.99,-0.15
Almond,Languedoc,,Tunisia,S,23.0,-174.0,7.7,9097.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.95,1.3
Almond,Malagueña,,Tunisia,S,23.0,-82.0,7.6,9224.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.96,1.39
Almond,Marcona,,Spain,S,,,22.0,6378.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.14,-0.65
Almond,Masbovera,,Spain,S,,,28.6,6232.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.65,-0.75
Almond,Mazzetto,,Tunisia,S,54.0,-68.0,14.5,9507.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.43,1.59
Almond,Mollar de Tarragona,,Spain,S,,,20.0,6718.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.01,-0.4
Almond,Montrone,,Tunisia,S,31.0,-227.0,9.9,9694.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.79,1.72
Almond,Ne Plus Ultra,,Tunisia,S,50.0,11.0,13.6,6847.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.5,-0.31
Almond,Nonpareil,,Tunisia,S,83.0,-29.0,22.6,6045.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.19,-0.89
Almond,Nonpareil,,Spain,S,,,21.7,7062.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.12,-0.16
Almond,Pizzuta,,Tunisia,S,83.0,-29.0,22.6,2894.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.19,-3.14
Almond,Primorskij,,Spain,S,,,52.85,10201.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,2.51,2.09
Almond,Rachele,,Tunisia,S,47.0,-167.0,13.3,6374.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.52,-0.65
Almond,Ramillete,,Spain,S,,,20.7,6998.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.04,-0.2
Almond,Ramlet R249,,Tunisia,S,33.0,18.0,10.3,6812.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.75,-0.34
Almond,Ramlet R250,,Tunisia,S,19.0,-266.0,6.7,6812.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-1.03,-0.34
Almond,Rana,,Spain,S,,,20.0,6518.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.01,-0.55
Almond,Rof,,Spain,S,,,20.8,6965.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.05,-0.23
Almond,Soukaret,,Tunisia,S,77.0,-57.0,20.6,5960.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.04,-0.95
Almond,Tardy Nonpareil,,Spain,S,,,55.4,9444.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,2.71,1.55
Almond,Tarragona,,Tunisia,S,83.0,-29.0,22.6,5830.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.19,-1.04
Almond,Tarragones,,Spain,S,,,51.6,6370.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,2.42,-0.65
Almond,Texas,,Spain,S,,,51.6,6280.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,2.42,-0.72
Almond,Tozeur 1,,Tunisia,S,12.0,-284.0,4.6,8124.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-1.19,0.6
Almond,Tozeur 2,,Tunisia,S,33.0,-219.0,10.4,6309.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.75,-0.7
Almond,Tozeur 4,,Tunisia,S,12.0,-284.0,4.6,6698.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-1.19,-0.42
Almond,Trell,,Tunisia,S,77.0,-57.0,20.6,6003.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.04,-0.92
Almond,Tuono Taronto,,Tunisia,S,50.0,46.0,13.6,6148.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.5,-0.81
Almond,Tuono Taronto,,Spain,S,,,52.9,6870.0,"Díez-Palet et al., 2019",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,2.52,-0.3
Almond,Zahaf,,Tunisia,S,31.0,-227.0,9.9,6279.0,"Benmoussa et al., 2017",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.79,-0.72
Almond,Lauranne,,Zaragoza,E,320.0,368.0,18.6,,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.12,
Almond,Lauranne,,Zaragoza,E,282.0,408.0,20.8,7171.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.05,-0.08
Almond,Lauranne,,Santomera,E,145.0,422.0,31.3,4660.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.86,-1.88
Almond,Lauranne,,Santomera,E,314.0,576.0,37.0,5751.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,1.3,-1.1
Almond,Lauranne,,Meknes,E,412.0,634.0,31.5,7055.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.87,-0.16
Almond,Lauranne,,Meknes,E,312.0,463.0,25.1,12093.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.38,3.44
Almond,Marcona,,Zaragoza,E,276.0,277.0,14.6,5440.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.42,-1.32
Almond,Marcona,,Zaragoza,E,51.0,78.0,7.0,7164.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-1.01,-0.08
Almond,Marcona,,Santomera,E,22.0,221.0,19.1,7078.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.08,-0.15
Almond,Marcona,,Santomera,E,18.0,97.0,13.0,8397.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.55,0.8
Almond,Marcona,,Meknes,E,51.0,149.0,8.1,8811.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.92,1.09
Almond,Marcona,,Meknes,E,191.0,294.0,16.0,10967.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.32,2.64
Almond,Soleta,,Zaragoza,E,266.0,262.0,14.6,,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.42,
Almond,Soleta,,Zaragoza,E,145.0,242.0,13.6,7113.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,-0.5,-0.12
Almond,Soleta,,Santomera,E,145.0,422.0,31.3,5483.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.86,-1.29
Almond,Soleta,,Santomera,E,160.0,296.0,24.1,7088.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.31,-0.14
Almond,Soleta,,Meknes,E,252.0,469.0,24.4,7836.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.33,0.4
